title,synthetic_review,review_rating
Boost Kid Essentials with Fiber/French Vanilla,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.251s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Garden of Life Organic Plant-Based Protein Shake - Chocolate, 16-Pack, Vegan Ready to Drink Protein Shakes, 21g Clean Complete Protein, 5g MCTs, 0g Sugar, 16-11 fl oz Non Dairy Plant Based Drinks","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.221s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Back Support Belt for Women & Men, ORTO LS01, Adjustable Lumbar Support Belt for Sciatica, Herniated Disc, Scoliosis Back Pain Relief, Heavy lifting, Lower Back Brace (Medium)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.194s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Quiet Cough Teapills (Ning Sou Wan), 200 ct, Plum Flower by Plum Flower","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.182s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Etymotic Research ER20 ETY-Plugs Hearing Protection Earplugs, Large Fit, Blue Stem with White Tip (Discontinued by Manufacturer)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.144s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Reusable Menstrual Cups - Super Soft, Comfortable and Flexible Period Cup - Premium Design Leak-Free Feminine Hygiene Product - Wear for 12 Hours of Protection - Small（Pack of 2)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.141s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Nutraholics Gel de Jengibre + Bamitol Ginger Desinflama Reductor Quema Grasa,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.136s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
D.L. & Co. Thorn Apple Diffuser,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.061s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"ReadyLance, Pressure Activated Safety Lancets, 100 Lancets, 30Gx1.6MM, Purple","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.048999999s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Dr. Rosenberg's Instant Arches Shoe Arch Supports,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.055s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Top Rated Muscle Roller Massage Stick: A Sports Body Massager Tool-Release Myofascial Trigger Points, Reduce Muscle Soreness, Tightness and Leg Cramps, Rub Muscle for Relief and Recovery","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.036s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
AromaRain MOM Diffuser Necklace Heart - Premium 316L Surgical Stainless Steel,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.024s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Lifescan OneTouch Ultramini Glucose Monitoring System, Blue","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.024999999s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Ultrasonic Humidifier 160ML USB Mini Humidifier Air Purifier Aroma Diffuser Essential Oil Diffuser, Cool Volcano Design & Touch Sensitive (Black)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.021999999s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"MICHAEL'S Naturopathic Programs Hair, Skin & Nails Complex - 60 Vegan Tablets - Contains Nutrients for The Skin and Connective Tissues - Vegetarian, Kosher - 22 Servings","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.013999999s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
GOJ96202M - Purell Advanced Hand Sanitizer Single Use,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.011s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"(2 Pack) K3 Mineral Gummies by Zelso Nutrition, The Original K3 Formula Pills Now In Gummy, Advanced Vitamins Plus Multivitamin, 60 Day Supply","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.004999999s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Passion Fruit & Guava - Premium Fragrance Oil - 30ml,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 923ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
100 Gluco Navii Glucose Test Strips + 30 Gauge Lancets,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 916.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Personal Wand Massager by Chloe - Professional Cordless Massager, Handheld Electric and Rechargeable - Vibrating and Powerful with Stress Relief Silicone for Deep Tissue Therapeutic Massage","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 915ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Zodax Narcissus Porcelain Diffuser Refill - 4 oz,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 911.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Probiotic + Prebiotic Dietary Supplement,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 891ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"truMedic Massage Gun Deep Tissue Percussion Message Gun Electric Massager with Heat and Cool for Whole Body Pain Relief, Muscle Recovery Therapy","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 827.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"CPAP Pillow for Side Back Sleepers, [Upgraded Version 3.0] Contour Neck Support Memory Foam Pillows for Sleeping for All CPAP Users, CPAP Masks, Sleep Apena Pillow Reduce Air Leaks & Mask Pressure","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 801ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Gauze Bandage, Latex-Free, Sterile, PK12","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 736ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Reusable Diffuser Filter for Eson 2 Nasal Mask,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 728ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Professional Care Ankle Support Double Strap Large - Model 79-81377,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 713ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
ENZYMATIC THERAPY Cell Forte IP-6 & Inositol Ultra-Strength Powder Citrus 14.6 fl.oz,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 706.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Prevail PurseReady Maximum Absorbency Incontinence Underwear for Women, Large, 18-Count (Pack of 4)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 706ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Digital Instant Read Meat Thermometer, Waterproof, Ultra Fast, with Backlight & Calibration, For Grill And Cooking, Food, Candy, Milk, Tea, BBQ, Grill, Smokers","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 684ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Noni Pacific (Organic) - 32 oz - Liquid ( Multi-Pack),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 681ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Gua Sha Facial Tool, Jade Stone Guasha Board for Face Body Massage SPA, Gua Sha Scraping Massage Tool","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 673.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Corflex 6” Knee-O-Trakker w/Hinge - Medium,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 604ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
NORTHWESTERN BELL 52905 Designer 2 Line Telephone,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 605ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
MATAS Reflexology Massage Foot Stick Thai Wooden Health Tool Small Wooden Stick Therapy Reflexology Traditional Tool Hand Head Foot Face Body Red Wood Pain Relief Travel Home 13 cm 1 Pcs,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 591ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
